task_count,algorithm,task_id,vm_id,arrival_time,length,start_time,finish_time,execution_time,waiting_time
100,FCFS,T0014,VM01,0.0000,5557.0000,0.0000,1.7926,1.7926,0.0000
100,FCFS,T0086,VM02,0.0000,9689.0000,0.0000,3.1255,3.1255,0.0000
100,FCFS,T0001,VM03,3.0000,2824.0000,3.0000,3.4555,0.4555,0.0000
100,FCFS,T0006,VM04,4.0000,7912.0000,4.0000,5.2761,1.2761,0.0000
100,FCFS,T0023,VM05,5.0000,5333.0000,5.0000,5.4301,0.4301,0.0000
100,FCFS,T0030,VM06,5.0000,2139.0000,5.0000,5.1725,0.1725,0.0000
100,FCFS,T0090,VM07,7.0000,4923.0000,7.0000,7.1985,0.1985,0.0000
100,FCFS,T0093,VM08,8.0000,8962.0000,8.0000,8.3614,0.3614,0.0000
100,FCFS,T0032,VM09,10.0000,5741.0000,10.0000,10.1157,0.1157,0.0000
100,FCFS,T0092,VM10,10.0000,2290.0000,10.0000,10.0462,0.0462,0.0000
100,FCFS,T0005,VM01,11.0000,9935.0000,11.0000,14.2048,3.2048,0.0000
100,FCFS,T0007,VM02,11.0000,1488.0000,11.0000,11.4800,0.4800,0.0000
100,FCFS,T0033,VM03,12.0000,4814.0000,12.0000,12.7765,0.7765,0.0000
100,FCFS,T0019,VM06,13.0000,6514.0000,13.0000,13.5253,0.5253,0.0000
100,FCFS,T0062,VM04,14.0000,1771.0000,14.0000,14.2856,0.2856,0.0000
100,FCFS,T0074,VM05,14.0000,6573.0000,14.0000,14.5301,0.5301,0.0000
100,FCFS,T0088,VM07,14.0000,1319.0000,14.0000,14.0532,0.0532,0.0000
100,FCFS,T0095,VM08,16.0000,3060.0000,16.0000,16.1234,0.1234,0.0000
100,FCFS,T0003,VM10,17.0000,4657.0000,17.0000,17.0939,0.0939,0.0000
100,FCFS,T0054,VM09,17.0000,5339.0000,17.0000,17.1076,0.1076,0.0000
100,FCFS,T0059,VM02,17.0000,4593.0000,17.0000,18.4816,1.4816,0.0000
100,FCFS,T0053,VM03,18.0000,8517.0000,18.0000,19.3737,1.3737,0.0000
100,FCFS,T0017,VM06,19.0000,5552.0000,19.0000,19.4477,0.4477,0.0000
100,FCFS,T0083,VM07,19.0000,4258.0000,19.0000,19.1717,0.1717,0.0000
100,FCFS,T0036,VM01,20.0000,6977.0000,20.0000,22.2506,2.2506,0.0000
100,FCFS,T0042,VM04,20.0000,5010.0000,20.0000,20.8081,0.8081,0.0000
100,FCFS,T0050,VM05,27.0000,2084.0000,27.0000,27.1681,0.1681,0.0000
100,FCFS,T0051,VM08,27.0000,6155.0000,27.0000,27.2482,0.2482,0.0000
100,FCFS,T0099,VM10,27.0000,7932.0000,27.0000,27.1599,0.1599,0.0000
100,FCFS,T0008,VM09,29.0000,4582.0000,29.0000,29.0924,0.0924,0.0000
100,FCFS,T0047,VM02,29.0000,1916.0000,29.0000,29.6181,0.6181,0.0000
100,FCFS,T0002,VM07,31.0000,5506.0000,31.0000,31.2220,0.2220,0.0000
100,FCFS,T0056,VM03,33.0000,9830.0000,33.0000,34.5855,1.5855,0.0000
100,FCFS,T0097,VM06,33.0000,3705.0000,33.0000,33.2988,0.2988,0.0000
100,FCFS,T0049,VM04,34.0000,7572.0000,34.0000,35.2213,1.2213,0.0000
100,FCFS,T0034,VM01,35.0000,7227.0000,35.0000,37.3313,2.3313,0.0000
100,FCFS,T0089,VM10,39.0000,6947.0000,39.0000,39.1401,0.1401,0.0000
100,FCFS,T0048,VM05,40.0000,1525.0000,40.0000,40.1230,0.1230,0.0000
100,FCFS,T0016,VM08,43.0000,7924.0000,43.0000,43.3195,0.3195,0.0000
100,FCFS,T0021,VM09,45.0000,2584.0000,45.0000,45.0521,0.0521,0.0000
100,FCFS,T0037,VM02,45.0000,7065.0000,45.0000,47.2790,2.2790,0.0000
100,FCFS,T0058,VM07,46.0000,7543.0000,46.0000,46.3042,0.3042,0.0000
100,FCFS,T0020,VM06,48.0000,2519.0000,48.0000,48.2031,0.2031,0.0000
100,FCFS,T0025,VM03,48.0000,3045.0000,48.0000,48.4911,0.4911,0.0000
100,FCFS,T0043,VM04,48.0000,8573.0000,48.0000,49.3827,1.3827,0.0000
100,FCFS,T0066,VM01,49.0000,2040.0000,49.0000,49.6581,0.6581,0.0000
100,FCFS,T0052,VM10,50.0000,9179.0000,50.0000,50.1851,0.1851,0.0000
100,FCFS,T0012,VM05,53.0000,9928.0000,53.0000,53.8006,0.8006,0.0000
100,FCFS,T0075,VM08,55.0000,5808.0000,55.0000,55.2342,0.2342,0.0000
100,FCFS,T0013,VM09,57.0000,4611.0000,57.0000,57.0930,0.0930,0.0000
100,FCFS,T0076,VM07,58.0000,3591.0000,58.0000,58.1448,0.1448,0.0000
100,FCFS,T0087,VM02,62.0000,6310.0000,62.0000,64.0355,2.0355,0.0000
100,FCFS,T0060,VM06,63.0000,9348.0000,63.0000,63.7539,0.7539,0.0000
100,FCFS,T0078,VM03,64.0000,5315.0000,64.0000,64.8573,0.8573,0.0000
100,FCFS,T0079,VM04,64.0000,3927.0000,64.0000,64.6334,0.6334,0.0000
100,FCFS,T0068,VM01,67.0000,8668.0000,67.0000,69.7961,2.7961,0.0000
100,FCFS,T0024,VM10,68.0000,8527.0000,68.0000,68.1719,0.1719,0.0000
100,FCFS,T0041,VM05,68.0000,3803.0000,68.0000,68.3067,0.3067,0.0000
100,FCFS,T0085,VM08,69.0000,3646.0000,69.0000,69.1470,0.1470,0.0000
100,FCFS,T0026,VM09,70.0000,2291.0000,70.0000,70.0462,0.0462,0.0000
100,FCFS,T0069,VM07,70.0000,5119.0000,70.0000,70.2064,0.2064,0.0000
100,FCFS,T0096,VM06,70.0000,8787.0000,70.0000,70.7086,0.7086,0.0000
100,FCFS,T0010,VM02,71.0000,1434.0000,71.0000,71.4626,0.4626,0.0000
100,FCFS,T0091,VM04,72.0000,4946.0000,72.0000,72.7977,0.7977,0.0000
100,FCFS,T0028,VM03,73.0000,6925.0000,73.0000,74.1169,1.1169,0.0000
100,FCFS,T0057,VM10,74.0000,8019.0000,74.0000,74.1617,0.1617,0.0000
100,FCFS,T0065,VM05,76.0000,7916.0000,76.0000,76.6384,0.6384,0.0000
100,FCFS,T0067,VM08,76.0000,7252.0000,76.0000,76.2924,0.2924,0.0000
100,FCFS,T0009,VM01,77.0000,9279.0000,77.0000,79.9932,2.9932,0.0000
100,FCFS,T0022,VM09,77.0000,6635.0000,77.0000,77.1338,0.1338,0.0000
100,FCFS,T0040,VM07,77.0000,2169.0000,77.0000,77.0875,0.0875,0.0000
100,FCFS,T0082,VM06,77.0000,9317.0000,77.0000,77.7514,0.7514,0.0000
100,FCFS,T0098,VM02,77.0000,9645.0000,77.0000,80.1113,3.1113,0.0000
100,FCFS,T0027,VM04,80.0000,5803.0000,80.0000,80.9360,0.9360,0.0000
100,FCFS,T0063,VM03,80.0000,3504.0000,80.0000,80.5652,0.5652,0.0000
100,FCFS,T0080,VM10,80.0000,2743.0000,80.0000,80.0553,0.0553,0.0000
100,FCFS,T0035,VM08,81.0000,8428.0000,81.0000,81.3398,0.3398,0.0000
100,FCFS,T0044,VM05,81.0000,5422.0000,81.0000,81.4373,0.4373,0.0000
100,FCFS,T0081,VM07,81.0000,5889.0000,81.0000,81.2375,0.2375,0.0000
100,FCFS,T0038,VM09,85.0000,4432.0000,85.0000,85.0894,0.0894,0.0000
100,FCFS,T0004,VM06,86.0000,2679.0000,86.0000,86.2160,0.2160,0.0000
100,FCFS,T0045,VM01,87.0000,4598.0000,87.0000,88.4832,1.4832,0.0000
100,FCFS,T0064,VM10,87.0000,3621.0000,87.0000,87.0730,0.0730,0.0000
100,FCFS,T0070,VM02,87.0000,1188.0000,87.0000,87.3832,0.3832,0.0000
100,FCFS,T0071,VM03,87.0000,2876.0000,87.0000,87.4639,0.4639,0.0000
100,FCFS,T0015,VM04,89.0000,3615.0000,89.0000,89.5831,0.5831,0.0000
100,FCFS,T0039,VM07,89.0000,5374.0000,89.0000,89.2167,0.2167,0.0000
100,FCFS,T0029,VM08,90.0000,4150.0000,90.0000,90.1673,0.1673,0.0000
100,FCFS,T0011,VM05,91.0000,4257.0000,91.0000,91.3433,0.3433,0.0000
100,FCFS,T0077,VM09,92.0000,1053.0000,92.0000,92.0212,0.0212,0.0000
100,FCFS,T0055,VM06,95.0000,5040.0000,95.0000,95.4065,0.4065,0.0000
100,FCFS,T0061,VM10,96.0000,2489.0000,96.0000,96.0502,0.0502,0.0000
100,FCFS,T0072,VM02,96.0000,9797.0000,96.0000,99.1603,3.1603,0.0000
100,FCFS,T0100,VM03,96.0000,9835.0000,96.0000,97.5863,1.5863,0.0000
100,FCFS,T0018,VM01,97.0000,4527.0000,97.0000,98.4603,1.4603,0.0000
100,FCFS,T0084,VM07,97.0000,7126.0000,97.0000,97.2873,0.2873,0.0000
100,FCFS,T0031,VM04,98.0000,4733.0000,98.0000,98.7634,0.7634,0.0000
100,FCFS,T0046,VM08,98.0000,6313.0000,98.0000,98.2546,0.2546,0.0000
100,FCFS,T0073,VM05,98.0000,5371.0000,98.0000,98.4331,0.4331,0.0000
100,FCFS,T0094,VM09,98.0000,9727.0000,98.0000,98.1961,0.1961,0.0000
100,SJF,T0077,VM01,92.0000,1053.0000,92.0000,92.3397,0.3397,0.0000
100,SJF,T0070,VM02,87.0000,1188.0000,87.0000,87.3832,0.3832,0.0000
100,SJF,T0088,VM03,14.0000,1319.0000,14.0000,14.2127,0.2127,0.0000
100,SJF,T0010,VM04,71.0000,1434.0000,71.0000,71.2313,0.2313,0.0000
100,SJF,T0007,VM05,11.0000,1488.0000,11.0000,11.1200,0.1200,0.0000
100,SJF,T0048,VM06,40.0000,1525.0000,40.0000,40.1230,0.1230,0.0000
100,SJF,T0062,VM07,14.0000,1771.0000,14.0000,14.0714,0.0714,0.0000
100,SJF,T0047,VM08,29.0000,1916.0000,29.0000,29.0773,0.0773,0.0000
100,SJF,T0066,VM09,49.0000,2040.0000,49.0000,49.0411,0.0411,0.0000
100,SJF,T0050,VM10,27.0000,2084.0000,27.0000,27.0420,0.0420,0.0000
100,SJF,T0030,VM05,5.0000,2139.0000,11.1200,11.2925,0.1725,6.1200
100,SJF,T0040,VM05,77.0000,2169.0000,77.0000,77.1749,0.1749,0.0000
100,SJF,T0092,VM07,10.0000,2290.0000,14.0714,14.1638,0.0923,4.0714
100,SJF,T0026,VM07,70.0000,2291.0000,70.0000,70.0924,0.0924,0.0000
100,SJF,T0061,VM03,96.0000,2489.0000,96.0000,96.4015,0.4015,0.0000
100,SJF,T0020,VM10,48.0000,2519.0000,48.0000,48.0508,0.0508,0.0000
100,SJF,T0021,VM08,45.0000,2584.0000,45.0000,45.1042,0.1042,0.0000
100,SJF,T0004,VM06,86.0000,2679.0000,86.0000,86.2160,0.2160,0.0000
100,SJF,T0080,VM08,80.0000,2743.0000,80.0000,80.1106,0.1106,0.0000
100,SJF,T0001,VM10,3.0000,2824.0000,48.0508,48.1077,0.0569,45.0508
100,SJF,T0071,VM10,87.0000,2876.0000,87.0000,87.0580,0.0580,0.0000
100,SJF,T0025,VM09,48.0000,3045.0000,49.0411,49.1025,0.0614,1.0411
100,SJF,T0095,VM09,16.0000,3060.0000,49.1025,49.1642,0.0617,33.1025
100,SJF,T0063,VM09,80.0000,3504.0000,80.0000,80.0706,0.0706,0.0000
100,SJF,T0076,VM07,58.0000,3591.0000,70.0924,70.2372,0.1448,12.0924
100,SJF,T0015,VM07,89.0000,3615.0000,89.0000,89.1458,0.1458,0.0000
100,SJF,T0064,VM04,87.0000,3621.0000,87.0000,87.5840,0.5840,0.0000
100,SJF,T0085,VM05,69.0000,3646.0000,77.1749,77.4690,0.2940,8.1749
100,SJF,T0097,VM05,33.0000,3705.0000,77.4690,77.7677,0.2988,44.4690
100,SJF,T0041,VM05,68.0000,3803.0000,77.7677,78.0744,0.3067,9.7677
100,SJF,T0079,VM05,64.0000,3927.0000,78.0744,78.3911,0.3167,14.0744
100,SJF,T0029,VM05,90.0000,4150.0000,90.0000,90.3347,0.3347,0.0000
100,SJF,T0011,VM09,91.0000,4257.0000,91.0000,91.0858,0.0858,0.0000
100,SJF,T0083,VM08,19.0000,4258.0000,80.1106,80.2823,0.1717,61.1106
100,SJF,T0038,VM08,85.0000,4432.0000,85.0000,85.1787,0.1787,0.0000
100,SJF,T0018,VM08,97.0000,4527.0000,97.0000,97.1825,0.1825,0.0000
100,SJF,T0008,VM06,29.0000,4582.0000,86.2160,86.5856,0.3695,57.2160
100,SJF,T0059,VM06,17.0000,4593.0000,86.5856,86.9560,0.3704,69.5856
100,SJF,T0045,VM06,87.0000,4598.0000,87.0000,87.3708,0.3708,0.0000
100,SJF,T0013,VM10,57.0000,4611.0000,87.0580,87.1509,0.0930,30.0580
100,SJF,T0003,VM10,17.0000,4657.0000,87.1509,87.2448,0.0939,70.1509
100,SJF,T0031,VM10,98.0000,4733.0000,98.0000,98.0954,0.0954,0.0000
100,SJF,T0033,VM06,12.0000,4814.0000,87.3708,87.7590,0.3882,75.3708
100,SJF,T0090,VM02,7.0000,4923.0000,87.3832,88.9713,1.5881,80.3832
100,SJF,T0091,VM04,72.0000,4946.0000,87.5840,88.3818,0.7977,15.5840
100,SJF,T0042,VM06,20.0000,5010.0000,87.7590,88.1631,0.4040,67.7590
100,SJF,T0055,VM06,95.0000,5040.0000,95.0000,95.4065,0.4065,0.0000
100,SJF,T0069,VM04,70.0000,5119.0000,88.3818,89.2074,0.8256,18.3818
100,SJF,T0078,VM02,64.0000,5315.0000,88.9713,90.6858,1.7145,24.9713
100,SJF,T0023,VM07,5.0000,5333.0000,89.1458,89.3608,0.2150,84.1458
100,SJF,T0054,VM04,17.0000,5339.0000,89.2074,90.0685,0.8611,72.2074
100,SJF,T0073,VM07,98.0000,5371.0000,98.0000,98.2166,0.2166,0.0000
100,SJF,T0039,VM04,89.0000,5374.0000,90.0685,90.9353,0.8668,1.0685
100,SJF,T0044,VM05,81.0000,5422.0000,90.3347,90.7719,0.4373,9.3347
100,SJF,T0002,VM02,31.0000,5506.0000,90.6858,92.4619,1.7761,59.6858
100,SJF,T0017,VM05,19.0000,5552.0000,90.7719,91.2197,0.4477,71.7719
100,SJF,T0014,VM04,0.0000,5557.0000,90.9353,91.8316,0.8963,90.9353
100,SJF,T0032,VM09,10.0000,5741.0000,91.0858,91.2016,0.1157,81.0858
100,SJF,T0027,VM09,80.0000,5803.0000,91.2016,91.3186,0.1170,11.2016
100,SJF,T0075,VM05,55.0000,5808.0000,91.2197,91.6881,0.4684,36.2197
100,SJF,T0081,VM09,81.0000,5889.0000,91.3186,91.4373,0.1187,10.3186
100,SJF,T0051,VM09,27.0000,6155.0000,91.4373,91.5614,0.1241,64.4373
100,SJF,T0087,VM09,62.0000,6310.0000,91.5614,91.6886,0.1272,29.5614
100,SJF,T0046,VM05,98.0000,6313.0000,98.0000,98.5091,0.5091,0.0000
100,SJF,T0019,VM09,13.0000,6514.0000,91.6886,91.8199,0.1313,78.6886
100,SJF,T0074,VM09,14.0000,6573.0000,91.8199,91.9525,0.1325,77.8199
100,SJF,T0022,VM04,77.0000,6635.0000,91.8316,92.9018,1.0702,14.8316
100,SJF,T0028,VM09,73.0000,6925.0000,91.9525,92.0921,0.1396,18.9525
100,SJF,T0089,VM09,39.0000,6947.0000,92.0921,92.2321,0.1401,53.0921
100,SJF,T0036,VM09,20.0000,6977.0000,92.2321,92.3728,0.1407,72.2321
100,SJF,T0037,VM01,45.0000,7065.0000,92.3397,94.6187,2.2790,47.3397
100,SJF,T0084,VM09,97.0000,7126.0000,97.0000,97.1437,0.1437,0.0000
100,SJF,T0034,VM02,35.0000,7227.0000,92.4619,94.7932,2.3313,57.4619
100,SJF,T0067,VM04,76.0000,7252.0000,92.9018,94.0715,1.1697,16.9018
100,SJF,T0058,VM04,46.0000,7543.0000,94.0715,95.2881,1.2166,48.0715
100,SJF,T0049,VM01,34.0000,7572.0000,94.6187,97.0613,2.4426,60.6187
100,SJF,T0006,VM02,4.0000,7912.0000,94.7932,97.3455,2.5523,90.7932
100,SJF,T0065,VM04,76.0000,7916.0000,95.2881,96.5648,1.2768,19.2881
100,SJF,T0016,VM06,43.0000,7924.0000,95.4065,96.0455,0.6390,52.4065
100,SJF,T0099,VM06,27.0000,7932.0000,96.0455,96.6852,0.6397,69.0455
100,SJF,T0057,VM03,74.0000,8019.0000,96.4015,97.6948,1.2934,22.4015
100,SJF,T0035,VM04,81.0000,8428.0000,96.5648,97.9242,1.3594,15.5648
100,SJF,T0053,VM06,18.0000,8517.0000,96.6852,97.3720,0.6869,78.6852
100,SJF,T0024,VM01,68.0000,8527.0000,97.0613,99.8119,2.7506,29.0613
100,SJF,T0043,VM09,48.0000,8573.0000,97.1437,97.3165,0.1728,49.1437
100,SJF,T0068,VM08,67.0000,8668.0000,97.1825,97.5321,0.3495,30.1825
100,SJF,T0096,VM09,70.0000,8787.0000,97.3165,97.4937,0.1772,27.3165
100,SJF,T0093,VM02,8.0000,8962.0000,97.3455,100.2365,2.8910,89.3455
100,SJF,T0052,VM06,50.0000,9179.0000,97.3720,98.1123,0.7402,47.3720
100,SJF,T0009,VM09,77.0000,9279.0000,97.4937,97.6807,0.1871,20.4937
100,SJF,T0082,VM08,77.0000,9317.0000,97.5321,97.9077,0.3757,20.5321
100,SJF,T0060,VM09,63.0000,9348.0000,97.6807,97.8692,0.1885,34.6807
100,SJF,T0098,VM03,77.0000,9645.0000,97.6948,99.2505,1.5556,20.6948
100,SJF,T0086,VM09,0.0000,9689.0000,97.8692,98.0646,0.1953,97.8692
100,SJF,T0094,VM08,98.0000,9727.0000,98.0000,98.3922,0.3922,0.0000
100,SJF,T0072,VM04,96.0000,9797.0000,97.9242,99.5044,1.5802,1.9242
100,SJF,T0056,VM09,33.0000,9830.0000,98.0646,98.2627,0.1982,65.0646
100,SJF,T0100,VM10,96.0000,9835.0000,98.0954,98.2937,0.1983,2.0954
100,SJF,T0012,VM06,53.0000,9928.0000,98.1123,98.9129,0.8006,45.1123
100,SJF,T0005,VM07,11.0000,9935.0000,98.2166,98.6172,0.4006,87.2166
100,EFT,T0014,VM09,0.0000,5557.0000,0.0000,0.1120,0.1120,0.0000
100,EFT,T0086,VM10,0.0000,9689.0000,0.0000,0.1953,0.1953,0.0000
100,EFT,T0001,VM09,3.0000,2824.0000,3.0000,3.0569,0.0569,0.0000
100,EFT,T0006,VM09,4.0000,7912.0000,4.0000,4.1595,0.1595,0.0000
100,EFT,T0023,VM09,5.0000,5333.0000,5.0000,5.1075,0.1075,0.0000
100,EFT,T0030,VM10,5.0000,2139.0000,5.0000,5.0431,0.0431,0.0000
100,EFT,T0090,VM09,7.0000,4923.0000,7.0000,7.0993,0.0993,0.0000
100,EFT,T0093,VM09,8.0000,8962.0000,8.0000,8.1807,0.1807,0.0000
100,EFT,T0032,VM09,10.0000,5741.0000,10.0000,10.1157,0.1157,0.0000
100,EFT,T0092,VM10,10.0000,2290.0000,10.0000,10.0462,0.0462,0.0000
100,EFT,T0005,VM09,11.0000,9935.0000,11.0000,11.2003,0.2003,0.0000
100,EFT,T0007,VM10,11.0000,1488.0000,11.0000,11.0300,0.0300,0.0000
100,EFT,T0033,VM09,12.0000,4814.0000,12.0000,12.0971,0.0971,0.0000
100,EFT,T0019,VM09,13.0000,6514.0000,13.0000,13.1313,0.1313,0.0000
100,EFT,T0062,VM09,14.0000,1771.0000,14.0000,14.0357,0.0357,0.0000
100,EFT,T0074,VM10,14.0000,6573.0000,14.0000,14.1325,0.1325,0.0000
100,EFT,T0088,VM07,14.0000,1319.0000,14.0000,14.0532,0.0532,0.0000
100,EFT,T0095,VM09,16.0000,3060.0000,16.0000,16.0617,0.0617,0.0000
100,EFT,T0003,VM09,17.0000,4657.0000,17.0000,17.0939,0.0939,0.0000
100,EFT,T0054,VM10,17.0000,5339.0000,17.0000,17.1076,0.1076,0.0000
100,EFT,T0059,VM07,17.0000,4593.0000,17.0000,17.1852,0.1852,0.0000
100,EFT,T0053,VM09,18.0000,8517.0000,18.0000,18.1717,0.1717,0.0000
100,EFT,T0017,VM09,19.0000,5552.0000,19.0000,19.1119,0.1119,0.0000
100,EFT,T0083,VM10,19.0000,4258.0000,19.0000,19.0858,0.0858,0.0000
100,EFT,T0036,VM09,20.0000,6977.0000,20.0000,20.1407,0.1407,0.0000
100,EFT,T0042,VM10,20.0000,5010.0000,20.0000,20.1010,0.1010,0.0000
100,EFT,T0050,VM09,27.0000,2084.0000,27.0000,27.0420,0.0420,0.0000
100,EFT,T0051,VM10,27.0000,6155.0000,27.0000,27.1241,0.1241,0.0000
100,EFT,T0099,VM09,27.0000,7932.0000,27.0420,27.2019,0.1599,0.0420
100,EFT,T0008,VM09,29.0000,4582.0000,29.0000,29.0924,0.0924,0.0000
100,EFT,T0047,VM10,29.0000,1916.0000,29.0000,29.0386,0.0386,0.0000
100,EFT,T0002,VM09,31.0000,5506.0000,31.0000,31.1110,0.1110,0.0000
100,EFT,T0056,VM09,33.0000,9830.0000,33.0000,33.1982,0.1982,0.0000
100,EFT,T0097,VM10,33.0000,3705.0000,33.0000,33.0747,0.0747,0.0000
100,EFT,T0049,VM09,34.0000,7572.0000,34.0000,34.1527,0.1527,0.0000
100,EFT,T0034,VM09,35.0000,7227.0000,35.0000,35.1457,0.1457,0.0000
100,EFT,T0089,VM09,39.0000,6947.0000,39.0000,39.1401,0.1401,0.0000
100,EFT,T0048,VM09,40.0000,1525.0000,40.0000,40.0307,0.0307,0.0000
100,EFT,T0016,VM09,43.0000,7924.0000,43.0000,43.1598,0.1598,0.0000
100,EFT,T0021,VM09,45.0000,2584.0000,45.0000,45.0521,0.0521,0.0000
100,EFT,T0037,VM10,45.0000,7065.0000,45.0000,45.1424,0.1424,0.0000
100,EFT,T0058,VM09,46.0000,7543.0000,46.0000,46.1521,0.1521,0.0000
100,EFT,T0020,VM09,48.0000,2519.0000,48.0000,48.0508,0.0508,0.0000
100,EFT,T0025,VM10,48.0000,3045.0000,48.0000,48.0614,0.0614,0.0000
100,EFT,T0043,VM09,48.0000,8573.0000,48.0508,48.2236,0.1728,0.0508
100,EFT,T0066,VM09,49.0000,2040.0000,49.0000,49.0411,0.0411,0.0000
100,EFT,T0052,VM09,50.0000,9179.0000,50.0000,50.1851,0.1851,0.0000
100,EFT,T0012,VM09,53.0000,9928.0000,53.0000,53.2002,0.2002,0.0000
100,EFT,T0075,VM09,55.0000,5808.0000,55.0000,55.1171,0.1171,0.0000
100,EFT,T0013,VM09,57.0000,4611.0000,57.0000,57.0930,0.0930,0.0000
100,EFT,T0076,VM09,58.0000,3591.0000,58.0000,58.0724,0.0724,0.0000
100,EFT,T0087,VM09,62.0000,6310.0000,62.0000,62.1272,0.1272,0.0000
100,EFT,T0060,VM09,63.0000,9348.0000,63.0000,63.1885,0.1885,0.0000
100,EFT,T0078,VM09,64.0000,5315.0000,64.0000,64.1072,0.1072,0.0000
100,EFT,T0079,VM10,64.0000,3927.0000,64.0000,64.0792,0.0792,0.0000
100,EFT,T0068,VM09,67.0000,8668.0000,67.0000,67.1748,0.1748,0.0000
100,EFT,T0024,VM09,68.0000,8527.0000,68.0000,68.1719,0.1719,0.0000
100,EFT,T0041,VM10,68.0000,3803.0000,68.0000,68.0767,0.0767,0.0000
100,EFT,T0085,VM09,69.0000,3646.0000,69.0000,69.0735,0.0735,0.0000
100,EFT,T0026,VM09,70.0000,2291.0000,70.0000,70.0462,0.0462,0.0000
100,EFT,T0069,VM10,70.0000,5119.0000,70.0000,70.1032,0.1032,0.0000
100,EFT,T0096,VM09,70.0000,8787.0000,70.0462,70.2233,0.1772,0.0462
100,EFT,T0010,VM09,71.0000,1434.0000,71.0000,71.0289,0.0289,0.0000
100,EFT,T0091,VM09,72.0000,4946.0000,72.0000,72.0997,0.0997,0.0000
100,EFT,T0028,VM09,73.0000,6925.0000,73.0000,73.1396,0.1396,0.0000
100,EFT,T0057,VM09,74.0000,8019.0000,74.0000,74.1617,0.1617,0.0000
100,EFT,T0065,VM09,76.0000,7916.0000,76.0000,76.1596,0.1596,0.0000
100,EFT,T0067,VM10,76.0000,7252.0000,76.0000,76.1462,0.1462,0.0000
100,EFT,T0009,VM09,77.0000,9279.0000,77.0000,77.1871,0.1871,0.0000
100,EFT,T0022,VM10,77.0000,6635.0000,77.0000,77.1338,0.1338,0.0000
100,EFT,T0040,VM07,77.0000,2169.0000,77.0000,77.0875,0.0875,0.0000
100,EFT,T0082,VM10,77.0000,9317.0000,77.1338,77.3216,0.1878,0.1338
100,EFT,T0098,VM09,77.0000,9645.0000,77.1871,77.3815,0.1945,0.1871
100,EFT,T0027,VM09,80.0000,5803.0000,80.0000,80.1170,0.1170,0.0000
100,EFT,T0063,VM10,80.0000,3504.0000,80.0000,80.0706,0.0706,0.0000
100,EFT,T0080,VM07,80.0000,2743.0000,80.0000,80.1106,0.1106,0.0000
100,EFT,T0035,VM09,81.0000,8428.0000,81.0000,81.1699,0.1699,0.0000
100,EFT,T0044,VM10,81.0000,5422.0000,81.0000,81.1093,0.1093,0.0000
100,EFT,T0081,VM10,81.0000,5889.0000,81.1093,81.2280,0.1187,0.1093
100,EFT,T0038,VM09,85.0000,4432.0000,85.0000,85.0894,0.0894,0.0000
100,EFT,T0004,VM09,86.0000,2679.0000,86.0000,86.0540,0.0540,0.0000
100,EFT,T0045,VM09,87.0000,4598.0000,87.0000,87.0927,0.0927,0.0000
100,EFT,T0064,VM10,87.0000,3621.0000,87.0000,87.0730,0.0730,0.0000
100,EFT,T0070,VM07,87.0000,1188.0000,87.0000,87.0479,0.0479,0.0000
100,EFT,T0071,VM08,87.0000,2876.0000,87.0000,87.1160,0.1160,0.0000
100,EFT,T0015,VM09,89.0000,3615.0000,89.0000,89.0729,0.0729,0.0000
100,EFT,T0039,VM10,89.0000,5374.0000,89.0000,89.1083,0.1083,0.0000
100,EFT,T0029,VM09,90.0000,4150.0000,90.0000,90.0837,0.0837,0.0000
100,EFT,T0011,VM09,91.0000,4257.0000,91.0000,91.0858,0.0858,0.0000
100,EFT,T0077,VM09,92.0000,1053.0000,92.0000,92.0212,0.0212,0.0000
100,EFT,T0055,VM09,95.0000,5040.0000,95.0000,95.1016,0.1016,0.0000
100,EFT,T0061,VM09,96.0000,2489.0000,96.0000,96.0502,0.0502,0.0000
100,EFT,T0072,VM10,96.0000,9797.0000,96.0000,96.1975,0.1975,0.0000
100,EFT,T0100,VM09,96.0000,9835.0000,96.0502,96.2485,0.1983,0.0502
100,EFT,T0018,VM09,97.0000,4527.0000,97.0000,97.0913,0.0913,0.0000
100,EFT,T0084,VM10,97.0000,7126.0000,97.0000,97.1437,0.1437,0.0000
100,EFT,T0031,VM09,98.0000,4733.0000,98.0000,98.0954,0.0954,0.0000
100,EFT,T0046,VM10,98.0000,6313.0000,98.0000,98.1273,0.1273,0.0000
100,EFT,T0073,VM09,98.0000,5371.0000,98.0954,98.2037,0.1083,0.0954
100,EFT,T0094,VM10,98.0000,9727.0000,98.1273,98.3234,0.1961,0.1273
200,FCFS,T0014,VM01,0.0000,5557.0000,0.0000,1.7926,1.7926,0.0000
200,FCFS,T0086,VM02,0.0000,9689.0000,0.0000,3.1255,3.1255,0.0000
200,FCFS,T0109,VM03,0.0000,4608.0000,0.0000,0.7432,0.7432,0.0000
200,FCFS,T0196,VM04,0.0000,1722.0000,0.0000,0.2777,0.2777,0.0000
200,FCFS,T0137,VM05,1.0000,9856.0000,1.0000,1.7948,0.7948,0.0000
200,FCFS,T0172,VM06,1.0000,2188.0000,1.0000,1.1765,0.1765,0.0000
200,FCFS,T0183,VM07,1.0000,9666.0000,1.0000,1.3898,0.3898,0.0000
